Number,FileName,Valence,Arousal,SocialEngagement,Time,Behavior,Gender,Age,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,chroma1,chroma2,chroma3,chroma4,chroma5,chroma6,chroma7,chroma8,chroma9,chroma10,chroma11,chroma12,zcr,rms,spectral_centroid
92,Bobby_callsmate_1633,3.5,3,3.7,1633,call,M,1.5,-462.5375366,19.1526413,17.689291,59.59295273,-5.091274738,8.571557045,22.82067299,3.223922968,5.879599571,7.056088924,12.71696663,-2.089666128,-8.119706154,117.4046478,99.6745224,12.44423485,47.61783981,22.65391922,12.71913719,10.30995178,9.142745018,9.127547264,7.970973969,10.19543266,8.743754387,10.48117161,0.278895974,0.339315534,0.437671453,0.447299808,0.431818396,0.370862693,0.384960771,0.422154188,0.456393421,0.723060787,0.347592831,0.236763552,0.195870536,0.029251914,3254.505959
93,Bobby_curiousaskingeko_1652,3.1,2.1,3.35,1652,curioussocial,M,1.5,-404.9612732,-30.77357292,1.58806026,62.87836075,12.53438568,13.27404881,2.251251936,-3.100430727,19.8443985,14.41086674,-6.187185287,-2.301820993,3.535138369,176.6139069,68.21695709,53.8819046,24.05997276,20.89162636,12.51024342,17.83538818,10.80576324,18.09826469,12.32328129,16.11458588,13.61874104,13.44568825,0.599628389,0.489705503,0.505802095,0.453627944,0.386154294,0.416043222,0.406398088,0.389909446,0.542305589,0.578302026,0.498789608,0.557930052,0.282201307,0.039329965,4151.107174
94,Bobby_curiousexploring_1351,2.65,3.9,2.3,1351,explore,M,1.5,-349.7522583,66.9318924,26.12003136,19.04032326,-0.00925757,12.19062042,-0.832980037,-8.404938698,11.30573654,1.041581392,-5.173791885,8.657400131,10.14391613,98.42662811,42.80675125,15.50285149,14.43038845,13.93318844,10.22017002,7.455857754,10.88301373,19.74193573,14.60609055,16.16054535,9.649895668,17.59450722,0.537879229,0.580362082,0.525181651,0.475969076,0.337436587,0.26693812,0.291294247,0.255412579,0.250071228,0.282152861,0.502394378,0.774638474,0.20493268,0.022592733,3342.898309
95,Bobby_drivenaway_1342,-0.8,4,-1.2,1342,drivenaway,M,1.5,-352.545105,45.59131241,9.199542046,48.23843384,-2.669340372,29.81731415,-4.08128643,11.46810818,-1.464395761,5.178216457,10.62276649,-16.88303757,14.24366665,86.93330383,70.45214844,31.11973953,21.79179001,25.37615395,27.77039146,12.97195625,17.78485489,7.910561085,9.828878403,11.74657631,17.54329491,15.04686451,0.403600782,0.416468501,0.421372026,0.463420451,0.543464005,0.471812874,0.582379162,0.690575659,0.617043078,0.491104245,0.352371782,0.372488141,0.250233526,0.038925923,3553.008029
96,Bobby_excitedandflapwings_0900,4,5,3.6,900,flapwingexcited,M,1.5,-353.9752197,-13.92423725,29.77994347,55.05688477,-17.69963074,16.55846024,15.10200119,-0.336947799,1.776477456,3.053344011,-1.016803622,2.975608587,-1.475809455,83.10775757,68.2046051,12.03988361,25.26250076,17.29673767,9.080474854,14.33372498,9.327764511,6.125804424,4.385663509,5.657428265,10.52968216,7.300537586,0.494602621,0.771346867,0.696495295,0.455954909,0.42223078,0.3556422,0.40437001,0.518126845,0.556831062,0.460159391,0.422117323,0.38598609,0.304739445,0.036974028,4413.290457
97,Bobby_excitedcallforresponse_1357,4,4,4,1357,excitedcall,M,1.5,-384.629303,-48.61705399,24.05910873,83.06803894,-8.997828484,12.16281986,0.073818959,8.884731293,4.72058773,4.836173058,-6.502980709,12.83753681,7.254589081,129.2044983,85.93704987,21.6199913,37.23630524,15.73463535,11.16714859,12.48356438,11.80337811,16.38477898,9.656124115,18.06357574,15.70300388,11.29821777,0.409760147,0.35488525,0.220248461,0.168940187,0.203298673,0.297430098,0.356804729,0.220932037,0.259615302,0.56074518,0.673889995,0.391649187,0.311072008,0.044162482,4355.388171
98,Bobby_excitedtoexplore_1350,3.4,4.9,2.95,1350,explore,M,1.5,-347.4503174,-52.4186821,2.080423117,73.21997833,7.316283226,16.10127449,-11.73736954,1.378503561,18.55958748,0.026541991,-17.54758644,3.213266373,5.374700546,111.2787628,76.84915924,29.95381546,26.99544716,16.69418907,10.916049,22.13576508,24.62677383,20.93695259,34.14420319,15.92649841,25.83508492,16.15151215,0.292527914,0.230353951,0.302113593,0.341995418,0.310362369,0.184278369,0.141994581,0.17574282,0.325052738,0.472173929,0.396603853,0.439116091,0.328548656,0.055327252,4357.580271
99,Bobby_feelsuncomfortablewhenekocomes_1328,0.35,2,0.45,1328,discomfort,M,1.5,-394.4744263,-14.61250019,-29.76429939,57.33992004,12.63054752,15.44472694,2.177553415,2.882686138,14.70740032,35.90753555,3.249518156,-10.9700985,12.33625031,150.0871582,88.98078156,53.5954361,37.1451683,10.11797714,17.15472794,12.90440083,11.16292763,13.07389641,13.96082783,15.39670849,16.11768341,9.597872734,0.261350185,0.1783925,0.163587138,0.181422725,0.255062491,0.394734591,0.551413596,0.657931626,0.743595779,0.581140399,0.455970317,0.411546886,0.209412692,0.060304154,3044.327381
100,Bobby_fighting_1500,-1,5,-1.5,1500,fighting,M,1.5,-332.9737549,24.42868042,-10.57773018,45.80018234,7.887041569,21.44761276,18.62516403,5.393052101,5.760696411,20.45418549,0.930816531,4.245908737,11.006423,170.8491211,65.01062775,41.46055603,30.92012024,12.77270412,14.30875969,12.5228653,12.56362247,15.36707783,17.59701347,9.297122955,12.99763584,14.29009342,0.641472816,0.526509702,0.497314394,0.467114061,0.439112842,0.4301081,0.474857509,0.565825164,0.664542794,0.647651255,0.681646705,0.696617723,0.173126221,0.053820048,3081.885928
101,Bobby_frightened_1358,-1.8,4,-2.6,1358,fear,M,1.5,-465.0687561,43.93793488,14.29964638,45.16903305,-16.78215027,39.27140808,-16.88619804,20.3372364,1.596563697,-6.579723358,12.66974449,-15.31575394,14.76877213,142.1864624,65.33291626,19.21663475,35.45258331,28.12018204,24.60515594,19.28831673,13.16659355,6.572461605,11.78343868,15.83871174,12.02031612,10.69046688,0.300390095,0.264488399,0.269164771,0.338204861,0.291732073,0.262095541,0.353960633,0.764805794,0.726554334,0.453009158,0.282027721,0.312420487,0.338812934,0.037924595,4181.582702
102,Bobby_goingtomate_1903,4.1,3.1,4.35,1903,gotomate,M,1.5,-358.771759,-4.849914074,-6.792178631,59.43456268,15.83152676,19.54996872,-8.799753189,4.822045803,25.24555779,11.09346008,-1.561075091,3.134819269,6.896246433,117.3909607,92.91790009,11.5619545,22.58414078,17.86632538,11.19487476,19.4274807,7.315983295,18.36319542,8.140291214,10.8520031,10.22375488,10.37963772,0.453237087,0.526494324,0.434816092,0.593390048,0.712722838,0.568881392,0.482729614,0.4780007,0.572086632,0.652010977,0.522649467,0.431565523,0.249978137,0.034045886,3693.813216
103,Bobby_gotomate_1634,4.1,3.1,4.35,1634,approachmate,M,1.5,-442.1921692,18.73126793,12.50587177,54.47214127,-0.007701397,0.704594791,14.75038052,-1.877978802,5.505261898,10.03343391,-21.64930725,18.546278,1.920635104,121.9664154,104.4201736,20.9874382,46.95359802,16.38391685,13.98501205,12.17282963,8.362587929,7.395545483,11.86408329,22.05721855,15.39452076,6.200863361,0.773557901,0.552742779,0.314961702,0.24917841,0.256276011,0.316509217,0.323017567,0.332697839,0.358414382,0.373753935,0.435717136,0.524396181,0.208795721,0.038724627,3115.292953
104,Bobby_hopingtogetattention_1341,0.5,2,-0.1,1341,attention,M,1.5,-384.8802795,56.51053619,32.13241959,28.47753143,-4.305099487,2.962368011,9.305661201,2.587533474,6.036229134,4.414777756,3.764784336,-5.636625767,-1.832591534,84.12974548,81.64762115,16.52928925,43.33563232,23.44127464,11.56271935,16.33159447,7.559322357,8.981258392,8.886100769,10.22200298,10.99826145,7.574159622,0.415193737,0.403731406,0.368278801,0.447133183,0.50868386,0.509081483,0.636659145,0.754435837,0.671417832,0.627422273,0.438297004,0.311470956,0.170013428,0.022959543,3169.390514
105,Bobby_kissingeko_1659,4.4,1.4,5,1659,kiss,M,1.5,-437.7455139,2.567949533,9.641636848,59.02216339,10.88193989,30.67917061,12.61262226,-6.038711548,3.664760351,18.35977936,-0.134668827,-1.011397481,2.43807745,159.2910919,88.86865997,38.51173782,26.9373188,14.12319374,16.54763222,15.31296253,12.88385963,15.97193432,16.26698685,13.53403282,16.04225922,7.391542435,0.544795036,0.323254108,0.321699709,0.389114171,0.445576698,0.438074231,0.381186157,0.471657455,0.607260942,0.526063144,0.637899876,0.604977727,0.220915421,0.033803418,3175.190426
106,Bobby_landing_1200,0.75,1,0.65,1200,land,M,1.5,-283.8854065,42.66527557,14.79152775,33.26196671,-19.86983871,13.69748974,5.839175701,-3.245206833,3.386336803,11.38867664,-18.31011009,20.30805206,2.003330708,49.96353531,48.70189667,12.28002834,23.00656319,12.0190382,13.20256138,23.96882057,18.31964874,5.247813702,13.71138573,16.14334679,10.93037224,9.473731041,0.570471883,0.312326491,0.241556346,0.205488622,0.182183847,0.208764136,0.257704884,0.256300122,0.287042648,0.397920936,0.609595597,0.944780469,0.226092644,0.047428496,3548.762521
107,Bobby_landing_1525,0.75,1,0.65,1525,landing,M,1.5,-447.0839844,21.62467766,5.451129436,62.60918045,-14.60628128,3.207374573,7.16293335,-6.939908981,20.26581955,4.518134594,-6.36190176,12.72524738,1.960693359,111.3664322,96.36672974,15.78315639,32.31782913,24.61058235,8.815037727,7.163133144,9.834794998,7.252840996,8.304379463,8.771644592,10.00859165,12.3780756,0.34934482,0.246875331,0.207789287,0.227492288,0.299994349,0.420359045,0.350060642,0.207466498,0.224073023,0.304147869,0.715873241,0.46506393,0.224975586,0.034530744,3153.052833
108,Bobby_lookingforsomethingcall_1340,1.75,2,1.65,1340,searchcall,M,1.5,-350.6505127,56.89668274,1.398466229,33.14758301,13.07156372,0.923608482,2.845262527,15.26775074,12.77207279,10.98363113,-0.636979878,-0.254815906,0.560001791,103.140625,81.87714386,29.75163269,37.54045105,9.56549263,11.43740559,11.9945612,11.08412933,10.68074512,11.62324715,13.55572414,8.233660698,9.152462006,0.295402527,0.27945295,0.281230301,0.310101956,0.408447564,0.575474322,0.537619948,0.625284731,0.683998764,0.570792913,0.37755999,0.320406526,0.152764423,0.033005588,2932.654542
109,Bobby_looksataster_0900,2.35,1.1,2.7,900,lookatfriend,M,1.5,-353.6683655,0.619638085,10.57488346,56.24040604,-17.83743095,12.45545292,4.931029797,-0.233416066,3.87033534,-1.036758065,4.041149139,-1.246845126,8.074289322,125.6132584,118.3568878,12.26218128,36.65148544,25.45885849,15.48429012,7.465707779,10.17411423,6.547009945,4.765261173,6.945277214,7.657951832,6.509739399,0.747003317,0.616427004,0.484821051,0.345414996,0.306389987,0.317489892,0.4192276,0.638021052,0.400686622,0.232049003,0.234618559,0.694186151,0.272804954,0.05285313,3671.927508
110,Bobby_noticehumanapproaching_1503,-0.35,1.9,-1.1,1503,greethuman,M,1.5,-413.2348633,-21.10667801,-14.32454586,61.39941788,-4.965572357,6.553403854,4.663620949,11.909132,17.21663094,-3.216469288,-0.822829783,9.84997654,1.482238293,178.9655304,94.74908447,20.4272213,37.1387825,17.29897499,6.923129559,8.917089462,10.50684834,9.636630058,8.159998894,12.17510033,16.8126297,12.93526554,0.641411185,0.722221911,0.625444531,0.477571785,0.366787791,0.36240384,0.403077692,0.284137428,0.402615398,0.358351856,0.278190404,0.357420057,0.259733073,0.055068403,4080.89471
111,Bobby_noticenoise_1347,-0.3,1.9,-0.65,1347,alert,M,1.5,-358.9974976,-5.652420998,-17.65291595,63.36686707,-7.209240913,9.493063927,9.98658371,5.241971016,16.23768234,26.78398323,-5.641336441,16.58951569,6.432189941,119.9730988,90.9519577,20.93579102,35.38660049,22.82957077,11.45687771,11.93785,6.993746758,11.45320988,21.7004261,20.85077477,11.78471088,11.73066616,0.812629759,0.666106999,0.347681165,0.257477224,0.209609032,0.207638964,0.305528075,0.480113536,0.496085614,0.437628299,0.470900029,0.510151803,0.247358842,0.043174379,3406.419255
112,Bobby_observing_1336,0.75,1,0.65,1336,observe,M,1.5,-469.9978333,64.86474609,13.50314236,23.09316826,-9.351723671,20.12222862,13.29528427,-16.22814178,16.37801743,6.177083969,-12.03669739,8.626294136,-1.774283886,115.6017303,73.89946747,23.89633942,21.17762184,17.44737053,18.62109947,8.053528786,17.51524734,11.4546442,12.49197292,17.73848152,12.37223625,5.896255016,0.616503656,0.802636683,0.495194227,0.450915426,0.440900028,0.430873662,0.414101422,0.410500884,0.476022273,0.614073515,0.512130141,0.474031836,0.187322443,0.012882426,3005.703293
113,Bobby_observinglookatwhatothersaredoing_1358,1.75,1,2.05,1360,observe,M,1.5,-462.6760559,-29.32536697,8.464627266,54.52899551,12.4829073,18.02975464,-17.9685421,5.7180233,34.90942001,-11.24178696,-23.96867561,19.89948845,0.727046847,151.4636688,77.56522369,13.52301884,32.3067894,10.73508072,13.07066822,23.85403633,10.31306744,25.21160507,14.87628651,26.19135284,16.81054306,14.27544594,0.585263789,0.816051066,0.680139244,0.457389325,0.215055943,0.168345332,0.19646202,0.254034728,0.282673448,0.272732049,0.349379629,0.433873624,0.34107555,0.042182244,4515.699428
114,Bobby_observingrespondingtoaster_0908,2.5,2,2.7,908,respondtofriend,M,1.5,-407.4773254,-6.959622383,35.44999313,46.19578552,-13.17912102,9.583350182,13.69320583,-4.991538525,-6.399060726,9.457675934,-2.416440964,-8.354342461,6.531533241,110.8119812,43.02566528,15.38035583,27.60976028,14.32442093,6.666510105,8.30146122,9.489416122,10.1752224,12.56192207,6.677434921,15.56045723,8.705784798,0.439945966,0.405982703,0.39071402,0.382190943,0.397436887,0.43300432,0.408756495,0.513064623,0.686847448,0.617680192,0.449920714,0.475816935,0.345728824,0.025847601,4901.604496
115,Bobby_playingwithhumansclothes_1335,1.6,3.1,0.85,1335,playhuman,M,1.5,-369.7225037,137.105072,17.40617561,32.67525864,-2.530235291,3.044129848,6.840171814,-1.308724284,9.671393394,14.91289902,-0.45258683,-15.86895847,-4.24068737,110.8108749,58.00842667,32.75769424,19.7319355,13.37128258,16.24606895,8.657207489,19.21795845,7.124011517,17.54750633,11.93900967,18.69729233,8.070363045,0.236312851,0.227783859,0.210815176,0.216003597,0.302664548,0.251218706,0.24511613,0.418283463,0.51109159,0.531632364,0.343412876,0.264558733,0.068392667,0.036818456,1374.927314
116,Bobby_raisehisheadwheneating_1631,0.75,1,0.65,1631,alerteat,M,1.5,-363.7561035,42.32184982,-0.607693911,47.75537491,-5.326821804,7.522337914,-13.30430508,9.569890976,4.721270084,2.234467745,-16.50022888,3.716957092,5.32666111,145.7207794,80.15290833,33.15202713,33.46692657,9.48988533,9.285812378,12.11556339,6.192203045,11.27462959,7.917254925,13.40579224,7.870299816,12.73028088,0.335393578,0.391499192,0.419457108,0.227794081,0.250006199,0.428295195,0.504983008,0.273619115,0.226647988,0.371184379,0.279038966,0.272343248,0.150855655,0.038841404,3185.543025
117,Bobby_readytofly_0905,3.25,4,2.95,905,readytofly,M,1.5,-382.1984253,21.31927299,-19.71222878,33.35063934,-1.022104263,19.07455063,8.998408318,6.549071789,4.32301569,-0.115686223,7.046346664,3.197504044,2.159826994,152.3378754,69.79361725,17.59162521,28.70086479,23.6919384,11.04380894,8.040711403,11.49887371,6.833088398,9.212165833,7.730062008,8.310540199,9.671585083,0.453271359,0.762667,0.668968737,0.53650713,0.485715061,0.430825531,0.420449942,0.45348385,0.382898241,0.310600191,0.353846699,0.407543182,0.212482063,0.042098381,3514.884731
118,Bobby_readytogotomate_1400,4.1,3.1,4.35,1400,gotomate,M,1.5,-458.4384766,31.12590981,-0.88880676,50.9605217,10.43701553,25.81057167,-8.728977203,16.70909309,25.97403717,2.801774025,-7.314601421,7.621135235,4.820516586,133.2874451,91.00187683,28.32479477,19.35699272,16.81572342,13.0924139,15.74326801,9.427750587,15.60366249,6.929047585,11.19520473,8.473366737,7.017485619,0.652438879,0.540713251,0.557308912,0.82714963,0.592583835,0.378486454,0.354844511,0.344501287,0.388839066,0.469686419,0.554329395,0.680499792,0.181407582,0.019748224,3002.971872
119,Bobby_respondtocall_1340,2.4,2.9,2.35,1340,respondcall,M,1.5,-339.6769714,-36.81138611,-0.373817712,74.98023987,-10.16094398,3.882086039,6.280482769,2.963358879,1.697397351,13.09256268,-9.231253624,-0.90382576,8.640903473,128.0703278,86.37600708,17.8443203,39.93580627,22.18540573,12.22707653,16.73148346,8.493704796,11.32801437,11.15069962,10.42845535,9.750322342,10.75642872,0.314093232,0.173163027,0.150902227,0.191298261,0.211510614,0.219013408,0.202093557,0.213362351,0.534949303,0.687430739,0.541085601,0.386737943,0.266468395,0.076293565,3699.30148
120,Bobby_respondtocall_1358,2.4,2.9,2.35,1358,respondcall,M,1.5,-381.1653442,-31.56226349,-4.425191879,54.82406235,-7.314419746,11.24388695,2.354356527,4.540625572,-0.750827968,3.003586531,0.001966823,1.769177675,2.946435452,166.0059814,68.66550446,11.24922085,36.56225967,12.97831631,11.55261326,4.502058506,5.264013767,7.281579494,7.538966656,7.413791656,6.296835423,7.951465607,0.502007723,0.567054212,0.730306804,0.539454043,0.369323283,0.419071496,0.660707235,0.64420259,0.454299331,0.32986936,0.486458272,0.583025873,0.376631303,0.036864161,4719.577495
121,Bobby_smallargumentwitheko_1344,0.5,2.9,0.45,1344,argument,M,1.5,-275.1662292,-13.7162981,-6.113091946,77.77861023,20.8460598,14.14191246,-1.358447313,-17.07861519,2.412545919,27.18513107,-24.33093262,9.019813538,10.48133659,69.52049255,47.17977142,23.84039497,31.53304291,19.06240463,26.9855938,12.8952446,16.03453827,16.6830368,16.33127785,23.46705246,23.29614449,18.29716492,0.376108587,0.275005937,0.201543987,0.184133366,0.235168561,0.207182452,0.186225384,0.239252925,0.375586241,0.469628215,0.629159153,0.427562863,0.301899343,0.082694128,4029.837959
122,Bobby_smallargumentwithmate_1326,0.5,2.9,0.45,1326,argument,M,1.5,-271.0012817,-46.4183197,-12.03713322,52.08062744,4.701378345,21.89671135,8.131222725,19.76442719,4.736700535,-6.757994175,-3.469746113,13.0374527,-11.17308903,85.36865234,65.95528412,17.52668762,23.16682243,17.6046257,12.6468935,11.65283108,12.83260345,14.41752529,14.89236832,15.90408039,12.84148121,15.90411091,0.396408588,0.285586208,0.310735196,0.34337914,0.419538975,0.258868903,0.2559053,0.221172884,0.21256192,0.294373214,0.326257586,0.389777511,0.343348673,0.076003179,4619.205221
123,Bobby_talkingtoeko_1338,3.95,2.2,4.35,1338,conversation,M,1.5,-345.8860779,23.18860245,-15.20901203,50.85128403,-1.073042631,9.200474739,0.857431769,4.970678329,8.596206665,7.119449615,-5.075148106,5.213240623,6.561375618,152.8262329,103.6290817,27.31531715,39.03284836,13.19263649,8.989555359,8.268572807,13.14271832,11.6773119,18.20383453,9.689341545,14.98566246,12.21578503,0.387772262,0.373654217,0.58701086,0.585749388,0.373650849,0.311083436,0.262060732,0.307258844,0.441490203,0.474381059,0.529437125,0.566572666,0.245408443,0.063223869,3292.082755
124,Bobby_talkingtohimself_1322,0.75,1,0.65,1322,selftalk,M,1.5,-497.2250671,3.616014957,21.30923843,54.28107071,0.753370285,16.71209908,-1.27430141,-1.78556478,17.57942581,2.336177588,-17.30640221,7.93321991,6.008029461,124.3984756,74.06272888,16.89484787,36.31752014,22.0280056,12.75588703,13.60951138,12.84030437,13.03320217,8.828489304,20.77883339,9.586348534,7.675412178,0.509698749,0.389784932,0.38733995,0.415128499,0.363708586,0.340114713,0.354885131,0.350062519,0.342459321,0.321355879,0.421609014,0.837007701,0.220658736,0.021303462,4079.354172
125,Bobby_talkingtohimself_1339,0.75,1,0.65,1339,selftalk,M,1.5,-457.596283,83.03966522,9.728429794,32.5566864,18.29971123,18.14345741,13.56914711,4.160236359,6.731464863,18.40772247,-10.49339771,-7.828437805,11.51074219,136.6795044,76.94200897,32.47278595,23.96032906,7.669861794,8.860280991,7.410637856,5.842155457,9.265055656,18.10692787,9.924342155,10.58592319,12.66753006,0.248362303,0.22885175,0.250082582,0.275469005,0.352434307,0.465548307,0.463090926,0.519347489,0.588929415,0.654348552,0.55494982,0.318665504,0.109386097,0.023550771,2077.735314
126,Bobby_talkingtomatehappily_1316,4.55,2.3,5,1316,happyconversation,M,1.5,-325.2359009,22.42674828,22.16736412,30.81800652,-16.64531708,27.02963066,-3.526567698,5.905462265,9.946662903,-10.64949608,14.53016376,-2.922822237,14.82818127,72.6995163,57.71488953,25.03780746,13.84092617,15.40005207,18.50534439,13.63641071,10.59844112,15.46327496,14.7955389,17.44803238,13.94017315,12.21917534,0.461607784,0.47452113,0.366528034,0.511642754,0.424912691,0.399264842,0.419496953,0.283218741,0.151272982,0.168754146,0.215721101,0.367767304,0.305788352,0.032026161,4275.283755
127,Cleo_alarm_1455,-0.45,3.9,-0.9,1455,alarm,F,2.5,-415.6880188,-29.83195305,1.79627049,74.15680695,0.087716587,14.67267227,20.76313591,9.20129776,10.0109539,9.754907608,-3.550224304,4.819160461,4.315979481,168.1511536,83.86631775,22.00928307,36.06665039,13.75974941,9.913374901,10.82001305,13.72029305,10.69414139,10.97255325,9.518036842,19.70426369,10.59907818,0.712066591,0.386522889,0.183185637,0.130270511,0.137324125,0.256062269,0.475456029,0.382070452,0.253767908,0.316169381,0.371020705,0.532842994,0.270829634,0.052634928,3660.161109
128,Cleo_alarmresponding_1848,0.15,3.8,-0.25,1852,alarmresponding,F,2.5,-326.052063,-66.92108154,8.927910805,82.69698334,2.933104992,10.15942764,7.061206341,2.802865267,6.412285328,16.11431885,-10.31571007,-3.973781824,16.87085342,146.7979889,96.89277649,37.76010513,33.71239853,23.18161392,10.3048439,18.50231743,14.88129807,13.71261883,13.69011116,17.97581863,11.131567,14.21438408,0.34080863,0.263719112,0.259740651,0.28091678,0.229996711,0.240851432,0.372734755,0.436139405,0.624300063,0.622625291,0.567560196,0.381857753,0.290146865,0.088500395,4001.061358
129,Cleo_alonewalking_1527,0.9,1.9,0.65,1527,alone,F,2.5,-450.8748169,86.49333191,21.26025581,29.54065704,-6.483319759,31.2252903,-9.502808571,15.87994862,12.59619331,-5.975658894,4.415343761,-6.386414051,3.563110113,95.49363708,88.41662598,11.90462208,27.67506027,30.18919563,21.07415009,14.68521881,11.50839138,7.703151703,10.2350502,8.991967201,6.844184399,5.86233139,0.326423615,0.302026093,0.394548237,0.64999038,0.521829069,0.383633196,0.479011089,0.755873322,0.694465339,0.491967857,0.397308826,0.39466238,0.184213492,0.027567545,2595.333709
130,Cleo_angryatduke_1341,-0.55,4,-0.85,1341,anger,F,2.5,-305.6192017,-32.77035904,11.461236,57.812603,4.426388264,18.68924713,-15.89644146,14.12957859,41.31783676,-11.72767735,-4.274198532,36.54296494,-13.0367651,105.3786011,84.34754181,18.8911972,16.85632133,10.95812893,17.85349655,15.37746906,14.10592461,15.93742371,20.02212715,20.75023842,21.5113163,20.91843987,0.195959866,0.411125392,0.557782829,0.62662214,0.371110409,0.137742311,0.092802435,0.106571622,0.118118711,0.096219473,0.086352713,0.088648163,0.369891607,0.081281707,4543.563614
131,Cleo_angryfighting_1345,-1,5,-1.5,1345,fight,F,2.5,-374.585968,-68.70494843,28.83195686,61.09009933,-20.51260185,46.59167862,-10.80189705,10.51339054,23.35438347,-20.07450676,21.54225731,-14.38853931,6.458073139,120.8638077,76.39533997,21.79247284,26.62940407,21.28573608,19.98256683,15.5765028,11.60453796,15.2334137,17.42174911,17.10962677,12.74975204,13.47491932,0.155245423,0.252788633,0.343749911,0.535690308,0.61686337,0.393474936,0.424590111,0.462597907,0.319029242,0.15884164,0.111958884,0.117685273,0.445319551,0.071765304,5197.58846
132,Cleo_answercall_1324,3.25,3,3.35,1324,answercall,F,2.5,-348.0435181,-21.65050507,2.147108078,54.93337631,-5.471283436,11.14515018,-8.475580215,7.383376598,9.933091164,-9.948734283,-6.211509228,8.646657944,-6.865875244,150.0809326,68.73675537,8.998532295,28.55033493,15.25961304,12.53133011,14.63022518,18.24317741,11.00754356,21.36857605,16.00234032,7.851308346,11.78486347,0.420121163,0.543323696,0.384525687,0.525794983,0.612351775,0.45554468,0.376818627,0.282984585,0.16724433,0.224807456,0.393373281,0.362256825,0.288130327,0.042487029,4408.150288
133,Cleo_arguingwithduke_1328,0.05,3.9,-0.2,1328,argument,F,2.5,-382.4881897,-95.57093811,-7.376422405,76.42203522,5.549325466,11.58191967,-6.085541248,16.89984894,28.4289341,-15.7736063,-7.844552517,18.98945236,-4.685305595,157.0848236,75.686203,25.67372513,33.36111069,16.75271606,9.718559265,14.00943851,10.61692047,13.83644009,13.10815334,11.91487408,13.0629797,12.77820778,0.279962182,0.459465265,0.765703857,0.547354758,0.136776671,0.062510639,0.067993201,0.151811138,0.272753686,0.220456541,0.271562815,0.245409682,0.358843887,0.062737912,4839.283972
134,Cleo_askdukeforfood_1639,3.35,2.1,3.7,1639,foodrequest,F,2.5,-386.5467834,28.87451553,14.0966568,55.96324921,11.42049217,21.53827095,11.61495018,7.379997253,17.1568203,0.079205677,-2.43652606,12.94481945,-0.611925244,147.3371582,89.04125214,33.08909225,31.27913094,23.45008659,22.64178658,15.07269859,11.15305042,10.5794735,16.46133804,11.67109299,16.74200821,16.51946831,0.547536194,0.327104837,0.355880588,0.524866819,0.521794796,0.382537067,0.428248465,0.433023989,0.361423969,0.270817727,0.299383849,0.41857633,0.203578404,0.045091011,2893.953753
135,Cleo_askdukeforscratch_1515,3.8,1.3,4.35,1515,askmateforscratch,F,2.5,-234.0163879,82.17142487,-12.62846661,34.42592621,11.71067429,12.19620514,10.55632496,4.519789219,-0.855619907,14.96380043,-1.660092354,3.963357687,1.495230913,80.37763977,47.67711639,12.37983608,15.15701199,7.235411644,5.463416576,9.299186707,8.560006142,12.36504364,15.72300434,10.06885433,9.112819672,5.329358578,0.553308606,0.531784892,0.524119496,0.546578467,0.572481394,0.6019333,0.667179167,0.748178422,0.652014017,0.520823896,0.549260259,0.738907516,0.125986137,0.05152522,2442.416434
136,Cleo_calltheotherstocomeback_1333,3.65,3.9,3.7,1333,recall,F,2.5,-329.0768433,-68.60775757,-3.915738344,80.23280334,4.069907188,8.934388161,10.24123383,5.551280975,18.18807793,11.47590733,-10.94635963,17.94589424,9.804183006,154.7371368,86.41713715,22.22024727,32.48612976,18.6076622,10.69853306,19.00454521,12.01518917,14.4333477,12.10927963,13.9050703,19.14005661,9.993051529,0.592092156,0.595481396,0.503552198,0.275596172,0.204881355,0.18135199,0.224796444,0.244701102,0.300246477,0.465581179,0.504361808,0.54287076,0.279979033,0.085962273,3885.602013
137,Cleo_disappointedatnofood_0900,-2.05,1.1,-2.7,900,disappointedatnofood,F,2.5,-371.0845642,14.75177097,13.4856739,46.19787216,-0.60071224,23.44168091,-10.60620022,16.8497448,25.8505497,-17.39995766,0.157679006,24.62128258,-10.9814949,101.5686417,91.81160736,14.2854166,25.56740189,10.85773373,12.5109005,20.49752998,7.274657726,14.43084908,20.49562073,9.310717583,16.7835331,12.60972977,0.297778279,0.264284402,0.523439169,0.868405342,0.455447942,0.311133206,0.268876374,0.282630056,0.278698713,0.30518204,0.269780964,0.257559121,0.270268866,0.034436874,3733.856109
